Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Armenia,ARM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.191146609831122,-41.09865024685108,-5.708269453434184,8.012920544392287,8.538542212111636,6.631865560260209,4.188979574520758,8.322090805509603,4.4122528491264745,7.153578184537636,10.837976171999713,14.22429284853348,14.773836275458208,11.161649451066992,14.59145585793911,13.976488640084,14.53610037191575,7.651455058233708,-13.545791682776539,2.82448188304339,5.319018351838196,7.735370834490297,3.7641296484265183,4.010645933192734,3.606369078322075,0.6461359427528208,8.024397048834814,5.7698821490317584,8.208649499594884,-6.704049317567268,6.354744401718463,13.025418517299258,8.797784101340199
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3767607834128484,0.9587046033979476,0.2389210129156112,-3.3947523793234353,2.671970340416479,-1.8004500017704288,-3.257941095016207,1.2452642573314847,0.9924507457190117,-3.2319106405225995,-1.2195018397962087,3.279021641935074,4.854442301159949,0.11364434211449748,-5.135339885776972,4.874061124507591,1.8317139660059212,6.970688208167729,1.759928332562751,3.486017105938828,
Antigua and Barbuda,ATG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,4.039469211025093,7.61188381579953,7.694288628907572,3.516873136879255,-0.32166791239149006,5.078654849084629,10.242689392313537,8.163413898348011,12.073102186010004,7.220888693810011,5.823663608140777,5.8245008878811575,3.512321025908477,1.685490151134104,-0.4450643429478447,3.4012340571290594,4.706920465116497,-6.213512283051557,4.466598528787415,3.368227842302659,2.777223616345026,1.9530461461666278,4.457370715799087,-6.000856090013329,-0.25532803477592836,4.881280646922477,4.606451259385665,5.236793968852609,11.278524665974828,7.821201492265303,-1.4972643305154492,-13.299132760644426,-9.089012369116418,-3.127588990430425,2.2586243188430473,-1.5251040350871108,1.3649974568930645,0.6499803008365603,3.3836514765602175,1.839235757084083,6.361375194103559,2.550901432940549,-19.35925206497562,7.5475750602971345,8.880996613805507,3.2727507340365065
Australia,AUS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.46363353564314025,-1.148044394854395,4.198738264561854,4.901567018610734,3.923654690421017,0.06779243524486844,4.971635651735255,3.255988296722265,4.827990487850073,5.084898567956486,0.5438669689546316,2.0176760805864262,1.0624137451519857,1.5052101074601865,0.096451786347302,1.5653273142616229,2.4345224619081876,-0.2730978360955021,2.932065551340955,1.7873751554977133,1.7384478320977763,1.5492592793997915,-3.553415511240459,3.343549979593135,3.885415916361808,2.472690106409601,1.0142383400244483,4.037694716820781,2.134910486294814,2.0573923545979653,-1.6435710884729673,-0.6904366664643931,3.1237382100752598,2.98309228927927,2.7326014495456548,2.610797813805732,2.7948684913141904,3.6252184764435214,3.8849323298094873,2.7389442953762284,0.7235311567166889,2.8035271603898337,1.9117386764348225,3.1158934431981606,1.9060652376379466,1.3779800336601795,1.8967083916534762,1.5311118678101394,-0.18577315288420948,0.6485000682525026,0.9958120016015926,2.1199260681508747,0.8553014028631196,1.0883007815054384,0.7414388436040866,1.1862658506417887,0.6474952185047727,1.378345353319574,0.6824909451504908,-1.5564363010269489,1.968061645749458,2.950325584032427,0.6032849357129493
Austria,AUT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,4.960717183491653,2.021469666776426,3.471466159324052,5.419336014151725,2.8100127856154558,4.90447900377788,2.241009758484182,3.9312418288779867,5.909495926434644,6.749434567853058,4.646942731341895,5.592381530811139,4.310905781167278,3.7653730317990295,-0.09903008196823748,4.763369869233671,5.0396476132279275,-0.12983048767274852,5.536447933341776,1.7313777924516103,-0.39862051772210805,1.9381215052179641,3.139628079930617,0.05757309299090707,2.45056567143844,2.2364023548953753,1.2930452791779885,3.1497465084623855,3.420101784771461,3.553547646971225,2.4139864538772287,0.9760922400466399,-0.29875436100003583,2.0087619437807973,2.5109126936983444,2.2114349326934075,1.9779759080570187,3.46782994124915,3.3550446614236193,3.1274366501477147,0.8802590978861105,1.152676331357739,0.4509465272345352,2.099711168897116,1.549877316935877,2.943417858704464,3.3917308268146087,1.1433071188860424,-4.016340042117719,1.5925771284998689,2.5764483181144584,0.2224505769430749,-0.5622989425274483,-0.12237066733756308,-0.1115401895044954,0.892469139632297,1.5507240862715292,1.927713059872957,1.0004069531778441,-7.019825952029763,3.7847196965403924,3.8089560624093366,-1.8119282273813155
Azerbaijan,AZE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0123831035275117,-23.76120215572577,-24.25686416480805,-20.775558548680806,-12.813429438630592,0.28021388957033366,4.784282352386882,8.960886762938088,6.461584076116765,10.191029267481639,9.051822038187524,8.625351065736425,9.376460364306155,8.301538479390587,26.66009477002956,33.03048776894474,23.590685413704662,8.457450125555965,7.050602519490795,3.8064910206256286,-1.1958429622770836,0.8166841282412349,4.4500200988202465,1.4759369407786949,-0.1031213648914786,-4.177171680052368,-0.7784161262327842,0.6244861677396614,1.6358504813074148,-4.952701738694913,5.151500068706611,4.6734399524038395,1.415979777185484
Burundi,BDI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-15.870157597821887,6.365246139722842,1.9900958060750327,3.29186368082226,1.1359909579916803,2.1480482390298334,11.001957686425584,-2.6147911490192968,-3.5323148318586277,18.77954908725677,0.33063308687255244,-6.328783605138781,7.120848923563244,-3.1295002766015045,-1.697838277813915,5.64181804716884,8.729453856809343,-3.686737536671856,-0.7437610106134684,-3.11611097804429,7.719722199405481,-3.4513930225773066,0.989196177471598,-2.238831127747119,9.393995727867477,1.3316466527279545,3.129006499587888,2.7583844579673666,-0.571550671620642,1.4218960696294545,2.913068415196207,-1.5975617345025341,-3.0692484560441358,-4.366901339623013,-13.29592728757082,-7.964692392705047,-1.4796101109999142,2.815176025037559,-3.3299504834592426,-2.860565879764863,-0.4391878766859634,1.5685346310696104,-4.274588197500037,1.0108820458013383,-2.7648804937772695,1.7067138389191854,-0.2777005171737983,0.637154645550055,-1.3276946069600086,0.3182218178359335,0.411511959732195,0.8240809659673118,1.2635993343632634,0.8106028013123279,-5.980495612131804,-2.2061338298141635,-1.7726464864145441,-1.3771396218608771,-1.457193032886579,-2.5084611684656863,0.3811666397654676,-0.8246286920670798,-0.007284562032879194
Belgium,BEL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,4.6302571341074525,4.794034517665182,3.5743535407998195,5.949139356304528,2.6244446611205063,2.4614624534384575,3.291575741769364,3.7850443643077796,6.328283646559925,6.247845513244215,3.796488570216212,4.884088239657586,6.047488698608433,4.23677749584877,-2.248829645942095,5.464140019100853,0.5019787167398277,2.7459897901395323,2.2491275158490964,4.329008275007723,-0.2766534554769322,0.6223290695706254,0.3198122640934571,2.467921562483184,1.6215189754227026,1.7864696558454511,2.2194781156721177,4.390795009780277,3.093999125987267,2.8302679750892565,1.4553717259308172,1.1195658601555607,-1.3479997097210088,2.9093187690796753,2.1705502738405613,1.123669018334823,3.54278906412047,1.7443238954726041,3.305706513821832,3.4654525713040414,0.7524829095937093,1.2519846063501205,0.6158797803448692,3.123928918395592,1.7604555940757223,1.8781831999730798,2.9183383488137196,-0.34345271809542055,-2.8059207402515796,1.9287641957029962,0.3800345697961802,0.11640257847660962,-0.01314838609644653,1.1285957247117153,1.4518933675875587,0.7552689191028463,1.228866236169182,1.3306522272452241,1.6897536885610123,-5.711729807523767,6.488770412726595,2.1365440757733722,0.1923420451222171
Benin,BEN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.5673265729585069,-4.99367661686,2.9522929905285906,4.762979388575573,3.3609014099792915,1.6147999727593998,-0.879979557001505,1.7850088118808571,0.7947710183217538,-0.005256119050315533,-3.568023486181744,4.132663275619365,1.4256052471163656,1.0261575435210375,-7.074781782987571,-1.495413472286998,2.43415426535789,-1.2637656758497968,3.8107810265686908,3.9535617989197505,6.9517786156954315,-0.6096934024400582,-7.0338402014320565,4.874165090106601,4.45294266308936,-0.7882280170293683,-4.386547402795387,0.3482824563561593,-5.742503605332999,5.712445594204169,1.0825711766903225,-0.14985961996099206,1.2288834878884387,-1.7207245294536477,3.8859423913526285,1.67829882726042,2.7024477156425206,0.8480000500907323,2.1695937330679556,2.6896473790017694,2.20736492388005,1.548959247609531,0.3720248023622901,1.3165120375806794,-1.4678138210441602,0.8114101567983312,2.982053318539272,1.8496250694941807,-0.6484368910104052,-0.8393558239052368,-0.007428191688561014,1.8000644925315612,4.127606234562876,3.290504999140225,-1.1816848360066814,0.3358522480577193,2.603556526920613,3.6242625450376096,3.8245068777058577,0.9519378608852378,4.238708959167809,3.420679455487388,3.561042475202484
Burkina Faso,BFA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.55227305245495,4.584353888556137,-2.733075015993677,0.7224156942280189,2.1185732135168536,-1.0898438152396608,7.030570270289346,1.3313074598791275,0.2942217083889318,-1.5942590726983497,-0.294598742519824,0.5933485648504728,-1.2927828021830265,6.299980300886503,0.9797908145087888,6.261618220463234,-1.9260090850611533,2.044067921744272,1.0206122492513146,-1.8641248659054241,1.4634998813042301,6.598062603954659,-2.4436347654499997,-4.57008343126914,5.420509777869768,4.948095391726497,-2.9231444186842452,3.0025674276016616,-0.508371835133687,-3.1732279441527567,6.3481682941470865,-2.205514144766994,0.9219740416166502,-1.2068200248774303,3.0410404951730214,8.214114979288809,3.6227263863073347,4.398136184689605,4.299232006918146,-1.1068508280879144,3.4203728146196397,1.1931569551422996,4.507163310778452,1.250803724152135,5.29343297349088,2.986692133663894,1.0013026274653782,2.7310856339255025,-0.012474271014013993,5.305144555242535,3.5027065941213067,3.273591495689004,2.6572953305616664,1.2639963853762453,0.877785604827011,2.893498326906794,3.203256836128162,3.693513327596733,3.0644536044552666,-0.6955339868094086,4.14209565975429,-0.7945198731775065,0.4019578576131835
Bangladesh,BGD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.01980165923581,2.338669315936386,-3.4054139172675804,7.668926369034352,-1.3910209782758756,-0.4372517473454849,-4.781817458446994,6.253882420494577,-1.6547915397514146,3.0006146402174068,-6.6328466478898775,-15.177658756412583,0.7142285987633841,6.883264979538154,-6.338391777768948,3.3376782912375944,0.3634276791275113,4.571541474483794,2.369812015238537,-1.6092860990591902,4.464474801354228,-0.6342625738435004,1.0398448121431159,2.0147013364915267,0.7305904091821276,1.7218512648012734,1.481432355605449,0.22351573502893984,0.674980728998051,3.400369596039468,1.5004707190381623,3.5197285481000335,2.7297061348707103,1.9167072996689285,3.177185503228557,2.706249816740524,2.6384871514969745,3.2221498588485673,2.6847171047829477,3.30590093463195,3.1004366918193256,1.9216894198361985,2.9261345429623162,3.5057432399859323,4.9309682028053885,5.388330721005957,5.939181512012652,5.076730246389133,4.124685812289044,4.373484663835853,5.1745208767040936,5.204991118614672,4.678721918231375,4.747779226504406,5.291060807687671,5.803210397080292,5.266455112830641,6.080237768824219,6.687662726888831,2.2711012940570328,5.716649087224951,5.954844841289145,4.6938743086613925
Bulgaria,BGR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,4.5511442294511255,2.032294164145142,3.172520881908355,3.1548073657987175,2.684953395478786,4.235241268282081,5.89861249442032,10.820090846544844,-2.151690705158586,-7.4632076536532,-7.534068849206605,-6.271263864810479,-0.6912135576505563,2.1643588682235873,3.3211867662132306,5.749369998721335,-13.590922650635576,4.484024950725413,-7.88107451828138,5.105057144383025,5.911159905995646,8.195214830768123,6.074062358892746,7.317404813861472,7.8655023126151775,7.616849851371072,7.441488603196362,6.877126879931183,-2.722415576434443,2.2260786772168046,2.746910765336679,1.33406600038019,0.01541884674132632,1.5248681107659507,4.0594114079006545,3.7517787845785335,3.499175548579103,3.4391300631909445,4.770081952640211,-3.3879876659231627,8.542609991878166,10.559716540161261,2.3964076105220187
Bahrain,BHR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,-2.1040656023162114,5.5212628514302935,7.9360151613291094,2.8627717619975215,-13.46765092419973,23.98474895248151,7.5365962771813315,-1.026205785715291,-1.241653611289891,-1.917359349150999,-9.038253124153513,-10.768440377529217,2.761484803954801,1.3855254365397371,-8.081834962229834,-2.3728265416493315,6.525762552860243,3.287046313291114,-3.0483959833281915,0.9927127568576424,7.491204969521576,3.0234737234765134,9.076230443526413,-3.528572250273726,0.593021767804359,0.8486090818034882,-0.04839679111945827,1.6982735498999375,1.339020825290163,2.442157460587893,-0.14972112001109394,0.853377100184872,2.2082433637054635,-0.10381597925231745,-1.3364495952026942,-1.1053530223242092,1.0554005156669888,-0.4349704985816487,-3.468434461000058,1.39489073188075,2.1154456987907224,2.6389513943689167,2.3475958827441303,0.41389413903054617,-0.9888552999090621,-0.014526319313944214,0.45023218838487367,0.1914576334883833,1.6987241435001437,-3.5655986053501465,3.5862590018989096,4.252561279575474,1.5655880647954348
"Bahamas, The",BHS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.405126232599855,5.127225788956835,5.246125138636046,5.60807992131565,5.802707708879467,4.405541799712282,4.835840025836163,3.6650090103161403,4.383165725955678,-9.01221302099053,-1.2971784958647277,-5.918306556816674,5.132387065477843,-18.523812579816294,-16.5392973149347,3.0339760452978197,6.853972720332521,11.799452565593953,23.60416185411229,4.4363122153203705,-10.900465833101137,4.759101621202234,1.666424520229242,12.002916531490655,2.7964057640526647,-0.1792425522010035,1.0450335639776682,0.4108352129349697,4.7008640567336215,-3.481588741183998,-6.048806366664934,-5.843050922473509,-1.8472357778999395,1.102406562502182,2.4424309539597004,2.385033479914796,-0.4227395591073275,2.9813572837856555,5.513551243904828,2.6288792127887177,1.1901062351231673,1.3593448781022062,-2.5740337961495925,-0.46992270582263984,1.9943966542443263,1.1038292524489606,0.027364578941458717,-3.704543642427012,-5.5454030809039665,0.12006123940469138,-0.632148519837628,1.889639395068457,-3.767298841276684,0.9361786757963841,0.07962799537327214,-1.782023887675038,2.01529294955958,1.8929268334212423,-2.003655927853174,-21.79346607145544,14.997164429850685,10.220515621147428,1.9826105845098994
Bosnia and Herzegovina,BIH,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.51062886084057,-1.4771379761038617,6.073588185882244,16.46804730139921,16.333256031782057,47.99526342846855,31.915204802320233,14.708852689953773,8.52063659962748,4.75005202728984,2.0428636041308437,4.940438543063806,4.230918332226224,7.374875474866343,5.12951620444926,6.3546308722615805,7.183286710815182,7.168092786929321,-1.3625291674916582,2.629970489761547,2.7921414149466557,1.0343392850664657,3.9572961290077444,2.470752279861088,5.698303514519637,4.5276131121432,4.473386406705231,5.045838145932649,4.094115750326964,-1.7787038867086835,8.94827661601434,5.432879738281883,2.3943875772482954
Belarus,BLR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2455670756386752,-9.7983837027586,-7.803770017974358,-11.595575053538226,-10.108852835102809,3.1466860428502486,11.863952254655558,8.889364428511158,3.866378732527835,6.2996363683710115,5.263892187010271,5.7160824361651095,7.794917865082311,12.212618273779839,10.149767237988087,10.675586708179623,9.099460041594682,10.581305025009996,0.446705735139588,8.03408814658195,5.625881241073728,1.8465202654741404,1.0422433439175336,1.6691051620507409,-3.95734364341466,-2.611299317881162,2.6442470875854838,3.3704343700900807,1.6511181957527867,-0.25138657609306847,3.29082150587152,-3.8883878390116706,4.449606935106615
Belize,BLZ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.2586987067707724,2.241655824706527,2.1175931332626305,1.9975840870107646,1.8618345897030792,1.6450358123341005,1.759448484796593,4.174961510177397,2.1527740096977794,2.415160104789905,2.1132026223403813,8.48818300776135,3.839808994228548,12.019305851910616,1.8654985802030666,-2.033774928039506,4.375780648750194,5.784653638805096,5.326092029729551,10.849569138732605,-1.3346806963317732,-2.496725483445104,-4.428238586958358,-0.3697280665273581,-1.283562159682134,2.19156944647645,8.28135590861794,7.378017598282668,10.556719607553532,7.13993144232515,9.456950344591888,10.463119486170939,4.018156472476562,-2.1559803150783523,-1.812017956367626,-1.9224564418738055,0.7410379158880858,0.29452700139604815,5.743670657151824,8.658248233514797,1.7375355874802239,2.1517100058306937,6.3374420828656355,1.65027562537297,-0.7875040999185217,1.4875517164717706,0.3618985504139971,-4.275932526527242,-3.14403160040699,-1.254067768448266,-2.5467353026105854,1.3485358262069695,2.1261192556082875,1.74801016066435,1.063864852602748,-2.0368758138389467,-3.7472613385834563,-0.8945436970193725,2.353207273447893,-15.004348570966258,16.356871750373074,7.3281532866391785,3.128573889375332
